service_id,date,exception_type
C03799K1HPHB-0011,20200427,1
C03799K1HPHB-0011,20200428,1
C03799K1HPHB-0011,20200429,1
C03799K1HPHB-0011,20200430,1
C03799K1HPHB-0011,20200504,1
C03799K1HPHB-0011,20200505,1
C03799K1HPHB-0011,20200506,1
C03799K1HPHB-0011,20200507,1
C03799K1HPHB-0011,20200508,1
C03799K1HPHB-0011,20200511,1
C03799K1HPHB-0011,20200512,1
C03799K1HPHB-0011,20200513,1
C03799K1HPHB-0011,20200514,1
C03799K1HPHB-0011,20200515,1
C03799K1HPHB-0011,20200518,1
C03799K1HPHB-0011,20200519,1
C03799K1HPHB-0011,20200520,1
C03799K1HPHB-0011,20200521,1
C03799K1HPHB-0011,20200522,1
C03799K1HPHB-0011,20200525,1
C03799K1HPHB-0011,20200526,1
C03799K1HPHB-0011,20200527,1
C03799K1HPHB-0011,20200528,1
C03799K1HPHB-0011,20200529,1
C04183AHPMAA-011,20200422,1
C04183AHPMAA-011,20200423,1
C04183AHPMAA-011,20200424,1
C04183AHPMAA-011,20200427,1
C04183AHPMAA-011,20200428,1
C04183AHPMAA-011,20200429,1
C04183AHPMAA-011,20200430,1
C04183AHPMAA-011,20200504,1
C04183AHPMAA-011,20200505,1
C04183AHPMAA-011,20200506,1
C04183AHPMAA-011,20200507,1
C04183AHPMAA-011,20200508,1
C04183AHPMAA-011,20200511,1
C04183AHPMAA-011,20200512,1
C04183AHPMAA-011,20200513,1
C04183AHPMAA-011,20200514,1
C04183AHPMAA-011,20200515,1
C04183AHPMAA-011,20200518,1
C04183AHPMAA-011,20200519,1
C04183AHPMAA-011,20200520,1
C04183AHPMAA-011,20200521,1
C04183AHPMAA-011,20200522,1
C04183AHPMAA-011,20200525,1
C04183AHPMAA-011,20200526,1
C04183AHPMAA-011,20200527,1
C04183AHPMAA-011,20200528,1
C04183AHPMAA-011,20200529,1
C04184ASVMAA-011,20200425,1
C04184ASVMAA-011,20200426,1
C04184ASVMAA-011,20200501,1
C04184ASVMAA-011,20200502,1
C04184ASVMAA-011,20200503,1
C04184ASVMAA-011,20200509,1
C04184ASVMAA-011,20200510,1
C04184ASVMAA-011,20200516,1
C04184ASVMAA-011,20200517,1
C04184ASVMAA-011,20200523,1
C04184ASVMAA-011,20200524,1
C04184ASVMAA-011,20200530,1
C04184ASVMAA-011,20200531,1
C04184ASVMAA-011,20200601,1
C04328ÜNVVLA-0021,20200501,1
C04328ÜNVVLA-0021,20200601,1
C04521K1HPFS-0021,20200422,1
C04521K1HPFS-0021,20200423,1
C04521K1HPFS-0021,20200424,1
C04521K1HPFS-0021,20200427,1
C04521K1HPFS-0021,20200428,1
C04521K1HPFS-0021,20200429,1
C04521K1HPFS-0021,20200430,1
C04521K1HPFS-0021,20200504,1
C04521K1HPFS-0021,20200505,1
C04521K1HPFS-0021,20200506,1
C04521K1HPFS-0021,20200507,1
C04521K1HPFS-0021,20200508,1
C04521K1HPFS-0021,20200511,1
C04521K1HPFS-0021,20200512,1
C04521K1HPFS-0021,20200513,1
C04521K1HPFS-0021,20200514,1
C04521K1HPFS-0021,20200515,1
C04521K1HPFS-0021,20200518,1
C04521K1HPFS-0021,20200519,1
C04521K1HPFS-0021,20200520,1
C04521K1HPFS-0021,20200521,1
C04521K1HPFS-0021,20200522,1
C04521K1HPFS-0021,20200525,1
C04521K1HPFS-0021,20200526,1
C04521K1HPFS-0021,20200527,1
C04521K1HPFS-0021,20200528,1
C04521K1HPFS-0021,20200529,1
C04587K1HCHB-0011,20200422,1
C04587K1HCHB-0011,20200423,1
C04587K1HCHB-0011,20200427,1
C04587K1HCHB-0011,20200428,1
C04587K1HCHB-0011,20200429,1
C04587K1HCHB-0011,20200504,1
C04587K1HCHB-0011,20200505,1
C04587K1HCHB-0011,20200506,1
C04587K1HCHB-0011,20200507,1
C04587K1HCHB-0011,20200511,1
C04587K1HCHB-0011,20200512,1
C04587K1HCHB-0011,20200513,1
C04587K1HCHB-0011,20200514,1
C04587K1HCHB-0011,20200518,1
C04587K1HCHB-0011,20200519,1
C04587K1HCHB-0011,20200520,1
C04587K1HCHB-0011,20200521,1
C04587K1HCHB-0011,20200525,1
C04587K1HCHB-0011,20200526,1
C04587K1HCHB-0011,20200527,1
C04587K1HCHB-0011,20200528,1
C04592K1PPHB-0011,20200424,1
C04592K1PPHB-0011,20200430,1
C04592K1PPHB-0011,20200508,1
C04592K1PPHB-0011,20200515,1
C04592K1PPHB-0011,20200522,1
C04592K1PPHB-0011,20200529,1
C04628ASZKG-0021,20200425,1
C04629AVVKG-0021,20200426,1
C04659ASZLE-0011,20200425,1
C04659ASZLE-0011,20200502,1
C04659ASZLE-0011,20200509,1
C04659ASZLE-0011,20200516,1
C04659ASZLE-0011,20200523,1
C04659ASZLE-0011,20200530,1
C04662ASZMAA-071,20200425,1
C04662ASZMAA-071,20200502,1
C04662ASZMAA-071,20200509,1
C04662ASZMAA-071,20200516,1
C04662ASZMAA-071,20200523,1
C04662ASZMAA-071,20200530,1
C04708ASZHB-0011,20200425,1
C04708ASZHB-0011,20200502,1
C04708ASZHB-0011,20200509,1
C04708ASZHB-0011,20200516,1
C04708ASZHB-0011,20200523,1
C04708ASZHB-0011,20200530,1
C04709AVVHB-0011,20200426,1
C04715ASZPLF-031,20200509,1
C04715ASZPLF-031,20200516,1
C04715ASZPLF-031,20200523,1
C04715ASZPLF-031,20200530,1
C04719AVVPLF-031,20200510,1
C04719AVVPLF-031,20200517,1
C04719AVVPLF-031,20200524,1
C04726ASZKZ-0011,20200425,1
C04726ASZKZ-0011,20200502,1
C04726ASZKZ-0011,20200516,1
C04726ASZKZ-0011,20200523,1
C04726ASZKZ-0011,20200530,1
C04727AVVKZ-0011,20200426,1
C04727AVVKZ-0011,20200501,1
C04727AVVKZ-0011,20200503,1
C04727AVVKZ-0011,20200517,1
C04727AVVKZ-0011,20200524,1
C04727AVVKZ-0011,20200531,1
C04727AVVKZ-0011,20200601,1
C04744ÜNVVPLF-011,20200531,1
C04744ÜNVVPLF-011,20200601,1
C04787K1PPHB-0011,20200424,1
C04787K1PPHB-0011,20200430,1
C04787K1PPHB-0011,20200508,1
C04787K1PPHB-0011,20200515,1
C04787K1PPHB-0011,20200522,1
C04787K1PPHB-0011,20200529,1
C04812ASZIGy-011,20200425,1
C04812ASZIGy-011,20200430,1
C04812ASZIGy-011,20200502,1
C04812ASZIGy-011,20200509,1
C04812ASZIGy-011,20200516,1
C04812ASZIGy-011,20200523,1
C04812ASZIGy-011,20200530,1
C04894ASZBR-0011,20200425,1
C04894ASZBR-0011,20200502,1
C04894ASZBR-0011,20200509,1
C04894ASZBR-0011,20200516,1
C04894ASZBR-0011,20200523,1
C04894ASZBR-0011,20200530,1
C04895AVVBR-0011,20200426,1
C04895AVVBR-0011,20200503,1
C04895AVVBR-0011,20200510,1
C04895AVVBR-0011,20200517,1
C04895AVVBR-0011,20200524,1
C04926K1HPMAA-091,20200422,1
C04926K1HPMAA-091,20200423,1
C04926K1HPMAA-091,20200424,1
C04926K1HPMAA-091,20200427,1
C04926K1HPMAA-091,20200428,1
C04926K1HPMAA-091,20200429,1
C04926K1HPMAA-091,20200430,1
C04926K1HPMAA-091,20200504,1
C04926K1HPMAA-091,20200505,1
C04926K1HPMAA-091,20200506,1
C04926K1HPMAA-091,20200507,1
C04926K1HPMAA-091,20200508,1
C04926K1HPMAA-091,20200511,1
C04926K1HPMAA-091,20200512,1
C04926K1HPMAA-091,20200513,1
C04926K1HPMAA-091,20200514,1
C04926K1HPMAA-091,20200515,1
C04926K1HPMAA-091,20200518,1
C04926K1HPMAA-091,20200519,1
C04926K1HPMAA-091,20200520,1
C04926K1HPMAA-091,20200521,1
C04926K1HPMAA-091,20200522,1
C04926K1HPMAA-091,20200525,1
C04926K1HPMAA-091,20200526,1
C04926K1HPMAA-091,20200527,1
C04926K1HPMAA-091,20200528,1
C04926K1HPMAA-091,20200529,1
C04985ASZLA-0081,20200425,1
C04985ASZLA-0081,20200502,1
C04985ASZLA-0081,20200516,1
C04985ASZLA-0081,20200523,1
C04985ASZLA-0081,20200530,1
C04986AVVLA-0081,20200426,1
C04986AVVLA-0081,20200501,1
C04986AVVLA-0081,20200503,1
C04986AVVLA-0081,20200517,1
C04986AVVLA-0081,20200524,1
C04986AVVLA-0081,20200531,1
C04986AVVLA-0081,20200601,1
C05105ÜNVVBR-0011,20200501,1
C05105ÜNVVBR-0011,20200531,1
C05105ÜNVVBR-0011,20200601,1
C05128EVVHPBR-0011,20200422,1
C05128EVVHPBR-0011,20200423,1
C05128EVVHPBR-0011,20200424,1
C05128EVVHPBR-0011,20200427,1
C05128EVVHPBR-0011,20200428,1
C05128EVVHPBR-0011,20200429,1
C05128EVVHPBR-0011,20200430,1
C05128EVVHPBR-0011,20200504,1
C05128EVVHPBR-0011,20200505,1
C05128EVVHPBR-0011,20200506,1
C05128EVVHPBR-0011,20200507,1
C05128EVVHPBR-0011,20200508,1
C05128EVVHPBR-0011,20200511,1
C05128EVVHPBR-0011,20200512,1
C05128EVVHPBR-0011,20200513,1
C05128EVVHPBR-0011,20200514,1
C05128EVVHPBR-0011,20200515,1
C05128EVVHPBR-0011,20200518,1
C05128EVVHPBR-0011,20200519,1
C05128EVVHPBR-0011,20200520,1
C05128EVVHPBR-0011,20200521,1
C05128EVVHPBR-0011,20200522,1
C05128EVVHPBR-0011,20200525,1
C05128EVVHPBR-0011,20200526,1
C05128EVVHPBR-0011,20200527,1
C05128EVVHPBR-0011,20200528,1
C05128EVVHPBR-0011,20200529,1
C05189RAASZMAA-011,20200516,1
C05191RAAVVMAA-011,20200517,1
C05230K1HPSzN-011,20200422,1
C05230K1HPSzN-011,20200423,1
C05230K1HPSzN-011,20200424,1
C05230K1HPSzN-011,20200427,1
C05230K1HPSzN-011,20200428,1
C05230K1HPSzN-011,20200429,1
C05230K1HPSzN-011,20200430,1
C05230K1HPSzN-011,20200504,1
C05230K1HPSzN-011,20200505,1
C05230K1HPSzN-011,20200506,1
C05230K1HPSzN-011,20200507,1
C05230K1HPSzN-011,20200508,1
C05230K1HPSzN-011,20200511,1
C05230K1HPSzN-011,20200512,1
C05230K1HPSzN-011,20200513,1
C05230K1HPSzN-011,20200514,1
C05230K1HPSzN-011,20200515,1
C05230K1HPSzN-011,20200518,1
C05230K1HPSzN-011,20200519,1
C05230K1HPSzN-011,20200520,1
C05230K1HPSzN-011,20200521,1
C05230K1HPSzN-011,20200522,1
C05230K1HPSzN-011,20200525,1
C05230K1HPSzN-011,20200526,1
C05230K1HPSzN-011,20200527,1
C05230K1HPSzN-011,20200528,1
C05230K1HPSzN-011,20200529,1
C05339RAASZKZ-0011,20200509,1
C05340RAAVVKZ-0011,20200510,1
C05398AHPIGy-021,20200422,1
C05398AHPIGy-021,20200423,1
C05398AHPIGy-021,20200424,1
C05398AHPIGy-021,20200427,1
C05398AHPIGy-021,20200428,1
C05398AHPIGy-021,20200429,1
C05398AHPIGy-021,20200430,1
C05398AHPIGy-021,20200504,1
C05398AHPIGy-021,20200505,1
C05398AHPIGy-021,20200506,1
C05398AHPIGy-021,20200507,1
C05398AHPIGy-021,20200508,1
C05398AHPIGy-021,20200511,1
C05398AHPIGy-021,20200512,1
C05398AHPIGy-021,20200513,1
C05398AHPIGy-021,20200514,1
C05398AHPIGy-021,20200515,1
C05398AHPIGy-021,20200518,1
C05398AHPIGy-021,20200519,1
C05398AHPIGy-021,20200520,1
C05398AHPIGy-021,20200521,1
C05398AHPIGy-021,20200522,1
C05398AHPIGy-021,20200525,1
C05398AHPIGy-021,20200526,1
C05398AHPIGy-021,20200527,1
C05398AHPIGy-021,20200528,1
C05398AHPIGy-021,20200529,1
C05399ASVIGy-021,20200425,1
C05399ASVIGy-021,20200426,1
C05399ASVIGy-021,20200501,1
C05399ASVIGy-021,20200502,1
C05399ASVIGy-021,20200503,1
C05399ASVIGy-021,20200509,1
C05399ASVIGy-021,20200510,1
C05399ASVIGy-021,20200516,1
C05399ASVIGy-021,20200517,1
C05399ASVIGy-021,20200523,1
C05399ASVIGy-021,20200524,1
C05399ASVIGy-021,20200530,1
C05399ASVIGy-021,20200531,1
C05399ASVIGy-021,20200601,1
C05412ASZYM-0011,20200425,1
C05412ASZYM-0011,20200502,1
C05412ASZYM-0011,20200509,1
C05412ASZYM-0011,20200516,1
C05412ASZYM-0011,20200523,1
C05412ASZYM-0011,20200530,1
C05532AVVIGy-031,20200426,1
C05532AVVIGy-031,20200503,1
C05532AVVIGy-031,20200510,1
C05532AVVIGy-031,20200517,1
C05532AVVIGy-031,20200524,1
C05532AVVIGy-041,20200426,1
C05532AVVIGy-041,20200503,1
C05532AVVIGy-041,20200510,1
C05532AVVIGy-041,20200517,1
C05532AVVIGy-041,20200524,1
C05556ASZSzN-011,20200425,1
C05557AVVSzN-011,20200426,1
C05558K1HPSzN-011,20200422,1
C05558K1HPSzN-011,20200423,1
C05558K1HPSzN-011,20200424,1
C05558K1HPSzN-011,20200427,1
C05558K1HPSzN-011,20200428,1
C05558K1HPSzN-011,20200429,1
C05558K1HPSzN-011,20200430,1
C05558K1HPSzN-011,20200504,1
C05558K1HPSzN-011,20200505,1
C05558K1HPSzN-011,20200506,1
C05558K1HPSzN-011,20200507,1
C05558K1HPSzN-011,20200508,1
C05558K1HPSzN-011,20200511,1
C05558K1HPSzN-011,20200512,1
C05558K1HPSzN-011,20200513,1
C05558K1HPSzN-011,20200514,1
C05558K1HPSzN-011,20200515,1
C05558K1HPSzN-011,20200518,1
C05558K1HPSzN-011,20200519,1
C05558K1HPSzN-011,20200520,1
C05558K1HPSzN-011,20200521,1
C05558K1HPSzN-011,20200522,1
C05558K1HPSzN-011,20200525,1
C05558K1HPSzN-011,20200526,1
C05558K1HPSzN-011,20200527,1
C05558K1HPSzN-011,20200528,1
C05558K1HPSzN-011,20200529,1
C05646ASZYM-0011,20200425,1
C05646ASZYM-0011,20200502,1
C05646ASZYM-0011,20200509,1
C05646ASZYM-0011,20200516,1
C05646ASZYM-0011,20200523,1
C05646ASZYM-0011,20200530,1
C05650AVVYM-0011,20200426,1
C05650AVVYM-0011,20200501,1
C05650AVVYM-0011,20200503,1
C05650AVVYM-0011,20200510,1
C05650AVVYM-0011,20200517,1
C05650AVVYM-0011,20200524,1
C05650AVVYM-0011,20200531,1
C05650AVVYM-0011,20200601,1
C05776K1HPYM-0011,20200422,1
C05776K1HPYM-0011,20200423,1
C05776K1HPYM-0011,20200424,1
C05776K1HPYM-0011,20200427,1
C05776K1HPYM-0011,20200428,1
C05776K1HPYM-0011,20200429,1
C05776K1HPYM-0011,20200430,1
C05776K1HPYM-0011,20200504,1
C05776K1HPYM-0011,20200505,1
C05776K1HPYM-0011,20200506,1
C05776K1HPYM-0011,20200507,1
C05776K1HPYM-0011,20200508,1
C05776K1HPYM-0011,20200511,1
C05776K1HPYM-0011,20200512,1
C05776K1HPYM-0011,20200513,1
C05776K1HPYM-0011,20200514,1
C05776K1HPYM-0011,20200515,1
C05776K1HPYM-0011,20200518,1
C05776K1HPYM-0011,20200519,1
C05776K1HPYM-0011,20200520,1
C05776K1HPYM-0011,20200521,1
C05776K1HPYM-0011,20200522,1
C05776K1HPYM-0011,20200525,1
C05776K1HPYM-0011,20200526,1
C05776K1HPYM-0011,20200527,1
C05776K1HPYM-0011,20200528,1
C05776K1HPYM-0011,20200529,1
C05824AVCKZ-0021,20200531,1
C05824AVCKZ-0021,20200601,1
C06009AVVBA-0021,20200426,1
C06009AVVBA-0021,20200501,1
C06009AVVBA-0021,20200503,1
C06009AVVBA-0021,20200510,1
C06009AVVBA-0021,20200517,1
C06009AVVBA-0021,20200524,1
C06009AVVBA-0021,20200531,1
C06009AVVBA-0021,20200601,1
C06122AVVIGy-051,20200601,1
C06256ASZHB-0011,20200425,1
C06256ASZHB-0011,20200502,1
C06256ASZHB-0011,20200509,1
C06256ASZHB-0011,20200516,1
C06256ASZHB-0011,20200523,1
C06256ASZHB-0011,20200530,1
C06266AVVHB-0011,20200426,1
C06266AVVHB-0011,20200501,1
C06266AVVHB-0011,20200503,1
C06266AVVHB-0011,20200510,1
C06266AVVHB-0011,20200517,1
C06266AVVHB-0011,20200524,1
C06266AVVHB-0011,20200531,1
C06266AVVHB-0011,20200601,1
C06269K1HPHB-0011,20200422,1
C06269K1HPHB-0011,20200423,1
C06269K1HPHB-0011,20200424,1
C06269K1HPHB-0011,20200427,1
C06269K1HPHB-0011,20200428,1
C06269K1HPHB-0011,20200429,1
C06269K1HPHB-0011,20200430,1
C06269K1HPHB-0011,20200504,1
C06269K1HPHB-0011,20200505,1
C06269K1HPHB-0011,20200506,1
C06269K1HPHB-0011,20200507,1
C06269K1HPHB-0011,20200508,1
C06269K1HPHB-0011,20200511,1
C06269K1HPHB-0011,20200512,1
C06269K1HPHB-0011,20200513,1
C06269K1HPHB-0011,20200514,1
C06269K1HPHB-0011,20200515,1
C06269K1HPHB-0011,20200518,1
C06269K1HPHB-0011,20200519,1
C06269K1HPHB-0011,20200520,1
C06269K1HPHB-0011,20200521,1
C06269K1HPHB-0011,20200522,1
C06269K1HPHB-0011,20200525,1
C06269K1HPHB-0011,20200526,1
C06269K1HPHB-0011,20200527,1
C06269K1HPHB-0011,20200528,1
C06269K1HPHB-0011,20200529,1
C06277ASZpgy-011,20200425,1
C06277ASZpgy-011,20200502,1
C06277ASZpgy-011,20200509,1
C06277ASZpgy-011,20200516,1
C06277ASZpgy-011,20200523,1
C06277ASZpgy-011,20200530,1
C06281AVVpgy-011,20200426,1
C06281AVVpgy-011,20200501,1
C06281AVVpgy-011,20200503,1
C06281AVVpgy-011,20200510,1
C06281AVVpgy-011,20200517,1
C06281AVVpgy-011,20200524,1
C06281AVVpgy-011,20200531,1
C06281AVVpgy-011,20200601,1
C06312APPKZ-0021,20200424,1
C06312APPKZ-0021,20200501,1
C06312APPKZ-0021,20200508,1
C06312APPKZ-0021,20200515,1
C06312APPKZ-0021,20200522,1
C06312APPKZ-0021,20200529,1
C06320ASZKZ-0021,20200425,1
C06320ASZKZ-0021,20200430,1
C06320ASZKZ-0021,20200502,1
C06320ASZKZ-0021,20200509,1
C06320ASZKZ-0021,20200516,1
C06320ASZKZ-0021,20200523,1
C06320ASZKZ-0021,20200530,1
C06326AVVHB-0011,20200426,1
C06326AVVHB-0011,20200501,1
C06326AVVHB-0011,20200503,1
C06326AVVHB-0011,20200510,1
C06326AVVHB-0011,20200517,1
C06326AVVHB-0011,20200524,1
C06326AVVHB-0011,20200531,1
C06326AVVHB-0011,20200601,1
C06329K1HPHB-0031,20200427,1
C06329K1HPHB-0031,20200428,1
C06329K1HPHB-0031,20200429,1
C06329K1HPHB-0031,20200430,1
C06329K1HPHB-0031,20200504,1
C06329K1HPHB-0031,20200505,1
C06329K1HPHB-0031,20200506,1
C06329K1HPHB-0031,20200507,1
C06329K1HPHB-0031,20200508,1
C06329K1HPHB-0031,20200511,1
C06329K1HPHB-0031,20200512,1
C06329K1HPHB-0031,20200513,1
C06329K1HPHB-0031,20200514,1
C06329K1HPHB-0031,20200515,1
C06329K1HPHB-0031,20200518,1
C06329K1HPHB-0031,20200519,1
C06329K1HPHB-0031,20200520,1
C06329K1HPHB-0031,20200521,1
C06329K1HPHB-0031,20200522,1
C06329K1HPHB-0031,20200525,1
C06329K1HPHB-0031,20200526,1
C06329K1HPHB-0031,20200527,1
C06329K1HPHB-0031,20200528,1
C06329K1HPHB-0031,20200529,1
C06333ASZMAA-081,20200425,1
C06333ASZMAA-081,20200502,1
C06333ASZMAA-081,20200509,1
C06333ASZMAA-081,20200516,1
C06333ASZMAA-081,20200523,1
C06333ASZMAA-081,20200530,1
C06345K1HPSZZ-011,20200504,1
C06345K1HPSZZ-011,20200505,1
C06345K1HPSZZ-011,20200506,1
C06345K1HPSZZ-011,20200507,1
C06345K1HPSZZ-011,20200508,1
C06345K1HPSZZ-011,20200511,1
C06345K1HPSZZ-011,20200512,1
C06345K1HPSZZ-011,20200513,1
C06345K1HPSZZ-011,20200514,1
C06345K1HPSZZ-011,20200515,1
C06345K1HPSZZ-011,20200518,1
C06345K1HPSZZ-011,20200519,1
C06345K1HPSZZ-011,20200520,1
C06345K1HPSZZ-011,20200521,1
C06345K1HPSZZ-011,20200522,1
C06345K1HPSZZ-011,20200525,1
C06345K1HPSZZ-011,20200526,1
C06345K1HPSZZ-011,20200527,1
C06345K1HPSZZ-011,20200528,1
C06345K1HPSZZ-011,20200529,1
C06362K1HPHB-0011,20200422,1
C06362K1HPHB-0011,20200423,1
C06362K1HPHB-0011,20200424,1
C06362K1HPHB-0011,20200427,1
C06362K1HPHB-0011,20200428,1
C06362K1HPHB-0011,20200429,1
C06362K1HPHB-0011,20200430,1
C06362K1HPHB-0011,20200504,1
C06362K1HPHB-0011,20200505,1
C06362K1HPHB-0011,20200506,1
C06362K1HPHB-0011,20200507,1
C06362K1HPHB-0011,20200508,1
C06362K1HPHB-0011,20200511,1
C06362K1HPHB-0011,20200512,1
C06362K1HPHB-0011,20200513,1
C06362K1HPHB-0011,20200514,1
C06362K1HPHB-0011,20200515,1
C06362K1HPHB-0011,20200518,1
C06362K1HPHB-0011,20200519,1
C06362K1HPHB-0011,20200520,1
C06362K1HPHB-0011,20200521,1
C06362K1HPHB-0011,20200522,1
C06362K1HPHB-0011,20200525,1
C06362K1HPHB-0011,20200526,1
C06362K1HPHB-0011,20200527,1
C06362K1HPHB-0011,20200528,1
C06362K1HPHB-0011,20200529,1
C06396K1HCSZB-011,20200422,1
C06396K1HCSZB-011,20200423,1
C06396K1HCSZB-011,20200427,1
C06396K1HCSZB-011,20200428,1
C06396K1HCSZB-011,20200429,1
C06396K1HCSZB-011,20200504,1
C06396K1HCSZB-011,20200505,1
C06396K1HCSZB-011,20200506,1
C06396K1HCSZB-011,20200507,1
C06396K1HCSZB-011,20200511,1
C06396K1HCSZB-011,20200512,1
C06396K1HCSZB-011,20200513,1
C06396K1HCSZB-011,20200514,1
C06396K1HCSZB-011,20200518,1
C06396K1HCSZB-011,20200519,1
C06396K1HCSZB-011,20200520,1
C06396K1HCSZB-011,20200521,1
C06396K1HCSZB-011,20200525,1
C06396K1HCSZB-011,20200526,1
C06396K1HCSZB-011,20200527,1
C06396K1HCSZB-011,20200528,1
C06398K1PPSZB-011,20200424,1
C06398K1PPSZB-011,20200430,1
C06398K1PPSZB-011,20200508,1
C06398K1PPSZB-011,20200515,1
C06398K1PPSZB-011,20200522,1
C06398K1PPSZB-011,20200529,1
C06409K1HCKZ-0011,20200422,1
C06409K1HCKZ-0011,20200423,1
C06409K1HCKZ-0011,20200427,1
C06409K1HCKZ-0011,20200428,1
C06409K1HCKZ-0011,20200429,1
C06409K1HCKZ-0011,20200506,1
C06409K1HCKZ-0011,20200507,1
C06409K1HCKZ-0011,20200513,1
C06409K1HCKZ-0011,20200514,1
C06409K1HCKZ-0011,20200520,1
C06409K1HCKZ-0011,20200521,1
C06409K1HCKZ-0011,20200525,1
C06409K1HCKZ-0011,20200526,1
C06409K1HCKZ-0011,20200527,1
C06409K1HCKZ-0011,20200528,1
C06410K1PPKZ-0011,20200424,1
C06410K1PPKZ-0011,20200430,1
C06410K1PPKZ-0011,20200508,1
C06410K1PPKZ-0011,20200515,1
C06410K1PPKZ-0011,20200522,1
C06410K1PPKZ-0011,20200529,1
C06444ASZYM-0021,20200425,1
C06444ASZYM-0021,20200502,1
C06444ASZYM-0021,20200509,1
C06444ASZYM-0021,20200516,1
C06444ASZYM-0021,20200523,1
C06444ASZYM-0021,20200530,1
C06445AVVYM-0021,20200426,1
C06445AVVYM-0021,20200501,1
C06445AVVYM-0021,20200503,1
C06445AVVYM-0021,20200510,1
C06445AVVYM-0021,20200517,1
C06445AVVYM-0021,20200524,1
C06445AVVYM-0021,20200531,1
C06445AVVYM-0021,20200601,1
C06499K1HPtz-0021,20200422,1
C06499K1HPtz-0021,20200423,1
C06499K1HPtz-0021,20200424,1
C06499K1HPtz-0021,20200427,1
C06499K1HPtz-0021,20200428,1
C06499K1HPtz-0021,20200429,1
C06499K1HPtz-0021,20200430,1
C06499K1HPtz-0021,20200504,1
C06499K1HPtz-0021,20200505,1
C06499K1HPtz-0021,20200506,1
C06499K1HPtz-0021,20200507,1
C06499K1HPtz-0021,20200508,1
C06499K1HPtz-0021,20200511,1
C06499K1HPtz-0021,20200512,1
C06499K1HPtz-0021,20200513,1
C06499K1HPtz-0021,20200514,1
C06499K1HPtz-0021,20200515,1
C06499K1HPtz-0021,20200518,1
C06499K1HPtz-0021,20200519,1
C06499K1HPtz-0021,20200520,1
C06499K1HPtz-0021,20200521,1
C06499K1HPtz-0021,20200522,1
C06499K1HPtz-0021,20200525,1
C06499K1HPtz-0021,20200526,1
C06499K1HPtz-0021,20200527,1
C06499K1HPtz-0021,20200528,1
C06499K1HPtz-0021,20200529,1
C06549K1HPMAA-081,20200422,1
C06549K1HPMAA-081,20200423,1
C06549K1HPMAA-081,20200424,1
C06549K1HPMAA-081,20200427,1
C06549K1HPMAA-081,20200428,1
C06549K1HPMAA-081,20200429,1
C06549K1HPMAA-081,20200430,1
C06549K1HPMAA-081,20200504,1
C06549K1HPMAA-081,20200505,1
C06549K1HPMAA-081,20200506,1
C06549K1HPMAA-081,20200507,1
C06549K1HPMAA-081,20200508,1
C06549K1HPMAA-081,20200511,1
C06549K1HPMAA-081,20200512,1
C06549K1HPMAA-081,20200513,1
C06549K1HPMAA-081,20200514,1
C06549K1HPMAA-081,20200515,1
C06549K1HPMAA-081,20200518,1
C06549K1HPMAA-081,20200519,1
C06549K1HPMAA-081,20200520,1
C06549K1HPMAA-081,20200521,1
C06549K1HPMAA-081,20200522,1
C06549K1HPMAA-081,20200525,1
C06549K1HPMAA-081,20200526,1
C06549K1HPMAA-081,20200527,1
C06549K1HPMAA-081,20200528,1
C06549K1HPMAA-081,20200529,1
C06554K1HCMAA-031,20200422,1
C06554K1HCMAA-031,20200423,1
C06554K1HCMAA-031,20200427,1
C06554K1HCMAA-031,20200428,1
C06554K1HCMAA-031,20200429,1
C06554K1HCMAA-031,20200504,1
C06554K1HCMAA-031,20200505,1
C06554K1HCMAA-031,20200506,1
C06554K1HCMAA-031,20200507,1
C06554K1HCMAA-031,20200511,1
C06554K1HCMAA-031,20200512,1
C06554K1HCMAA-031,20200513,1
C06554K1HCMAA-031,20200514,1
C06554K1HCMAA-031,20200518,1
C06554K1HCMAA-031,20200519,1
C06554K1HCMAA-031,20200520,1
C06554K1HCMAA-031,20200521,1
C06554K1HCMAA-031,20200525,1
C06554K1HCMAA-031,20200526,1
C06554K1HCMAA-031,20200527,1
C06554K1HCMAA-031,20200528,1
C06558K1PPMAA-031,20200424,1
C06558K1PPMAA-031,20200430,1
C06558K1PPMAA-031,20200508,1
C06558K1PPMAA-031,20200515,1
C06558K1PPMAA-031,20200522,1
C06558K1PPMAA-031,20200529,1
C06566K1HCMAA-061,20200422,1
C06566K1HCMAA-061,20200423,1
C06566K1HCMAA-061,20200427,1
C06566K1HCMAA-061,20200428,1
C06566K1HCMAA-061,20200429,1
C06566K1HCMAA-061,20200504,1
C06566K1HCMAA-061,20200505,1
C06566K1HCMAA-061,20200506,1
C06566K1HCMAA-061,20200507,1
C06566K1HCMAA-061,20200511,1
C06566K1HCMAA-061,20200512,1
C06566K1HCMAA-061,20200513,1
C06566K1HCMAA-061,20200514,1
C06566K1HCMAA-061,20200518,1
C06566K1HCMAA-061,20200519,1
C06566K1HCMAA-061,20200520,1
C06566K1HCMAA-061,20200521,1
C06566K1HCMAA-061,20200525,1
C06566K1HCMAA-061,20200526,1
C06566K1HCMAA-061,20200527,1
C06566K1HCMAA-061,20200528,1
C06569K1PPMAA-061,20200424,1
C06569K1PPMAA-061,20200430,1
